t,hbe,dvbe,sbel1,sbel2,alphax,betax,mach,pdynmc,ppx,qqx,rrx,psiblx,thtblx,phiblx,thrust,mass,ca,cn,FAPB1,FAPB2,FAPB3,FMB1,FMB2,FMB3
0.11000000000000008,9999.940714079588,280.8277941920546,28.974907408070983,0.0,0.2068140702764729,0.0,0.9365367213543939,16.231222828954785,0.0,-0.29713171311805475,0.0,0.0008102847180697748,-0.010157967054319594,0.0008102847180697748,33437.7366749683,90.46385616438356,0.8491556505725801,0.05445047603909661,33186.33777221251,0.0,-16.120472049534303,0.0,-6.049186089822791,0.0
0.12000000000000009,9999.929529871719,284.50467399247776,31.80153429117019,0.0,0.22027236936882838,0.0,0.9488092930795229,16.65943296893893,0.0,-0.3588489173166241,0.0,0.0008102847180697748,-0.013371132341713212,0.0008102847180697748,33560.84113684731,90.36858219178082,0.8679743779761002,0.05825382673003149,33297.091448779145,0.0,-17.701477161858918,0.0,-6.709856825918163,0.0
0.1300000000000001,9999.917382933118,288.197772655026,34.66500728508843,0.0,0.23265349419667644,0.0,0.9611359559272523,17.095145678751315,0.0,-0.4284542132926088,0.0,0.0008102847180697748,-0.017230366224847273,0.0008102847180697748,33683.94555001964,90.27330821917808,0.8817369017461072,0.06301985880583386,33409.00635488883,0.0,-19.650566084986853,0.0,-7.696471879719174,0.0
0.1400000000000001,9999.904273314287,291.9071951819768,37.56548902298193,0.0,0.24388350340374115,0.0,0.9735171030929678,17.538449392919265,0.0,-0.508291321761366,0.0,0.0008102847180697748,-0.021826100963778242,0.0008102847180697748,33807.049914487725,90.17803424657534,0.895008621032199,0.06777001978617868,33520.735477958646,0.0,-21.67971857775706,0.0,-8.769439492015277,0.0
0.1500000000000001,9999.890200779182,295.63293676153825,40.50314250680292,0.0,0.25388034411311133,0.0,0.9859527275583543,17.989418998382874,0.0,-0.5988935205690917,0.0,0.0008102847180697748,-0.027262900274500464,0.0008102847180697748,33930.15423024165,90.0827602739726,0.9083396566695681,0.07233499778862373,33632.10346141908,0.0,-23.73506600243171,0.0,-9.888093036047641,0.0
0.16000000000000011,9999.875164582016,299.37499086216184,43.47813068365142,0.0,0.26255812831473135,0.0,0.9984428072135352,18.4481291498808,0.0,-0.7006826444101084,0.0,0.0008102847180697748,-0.03365018500936058,0.0008102847180697748,34053.25849724625,89.98748630136986,0.9217301107718479,0.07666472211824822,33743.10195992893,0.0,-25.797209474559512,0.0,-11.041285396043559,0.0
0.17000000000000012,9999.859163361993,303.13335014607054,46.490616435863444,0.0,0.2698281281416848,0.0,1.0109873172462058,18.914654698945608,0.0,-0.8139629898597213,0.0,0.0008102847180697748,-0.04110114145999236,0.0008102847180697748,34176.362715435775,89.89221232876712,0.9351800899961985,0.08070561191890858,33853.72249669478,0.0,-27.84370257844995,0.0,-12.215648836810374,0.0
0.18000000000000013,9999.842195029705,306.9080064569029,49.540762571318346,0.0,0.2756000999562503,0.0,1.0235862300988539,19.389070686211625,0.0,-0.9388982855169615,0.0,0.0008102847180697748,-0.04973145504807466,0.0008102847180697748,34299.46688470817,89.79693835616438,0.9486897044337389,0.08440085297547914,33963.956462597074,0.0,-29.848922862762503,0.0,-13.395453514807876,0.0
0.19000000000000014,9999.824256645501,310.6989508048467,52.62873181347583,0.0,0.2797838257536914,0.0,1.0362395154175723,19.87145233328453,0.0,-1.0754872617763303,0.0,0.0008102847180697748,-0.05965780789272511,0.0008102847180697748,34422.571004919,89.70166438356163,0.9622590661783221,0.08769079794941229,34073.7951154942,0.0,-31.78399365011442,0.0,-14.562496773524998,0.0
0.20000000000000015,9999.805344290502,314.5061733485639,55.75468679111122,0.0,0.2822908816238433,0.0,1.048947139990138,20.361875034058798,0.0,-1.2235381606195928,0.0,0.0008102847180697748,-0.07099612752949802,0.0008102847180697748,34545.67507587495,89.6063904109589,0.9758882875405747,0.09051350494297226,34183.22957974315,0.0,-33.61677010015279,0.0,-15.696033853832168,0.0
0.21000000000000016,9999.785452733277,318.3299145914766,58.91879079874702,0.0,0.2830517404337302,0.0,1.0617097327170864,20.86044047940455,0.0,-1.3785609262119884,0.0,0.0008102847180697748,-0.08385068339359321,0.0008102847180697748,34668.7790973199,89.51111643835617,0.9766182649371478,0.09048802983355475,34297.18128303229,0.0,-34.43019172645208,0.0,-15.86033363498978,0.0
0.22000000000000017,9999.764574427845,322.1705253041778,62.12121100529596,0.0,0.28207044937898035,0.0,1.0745286015172546,21.367278903768113,0.0,-1.534111185717722,0.0,0.0008102847180697748,-0.09825854684671796,0.0008102847180697748,34791.88306888355,89.41584246575343,0.9761828039667589,0.08969747223549508,34411.42639582597,0.0,-34.95861812943128,0.0,-15.831530861359406,0.0
0.23000000000000018,9999.742700075358,326.02802872656133,65.3621160040148,0.0,0.2793752806168029,0.0,1.0874038491138962,21.882474881817505,0.0,-1.6890401853301478,0.0,0.0008102847180697748,-0.114220290713841,0.0008102847180697748,34914.98699010238,89.32056849315069,0.9757471522310369,0.0883678770218218,34525.53084119584,0.0,-35.27083117104146,0.0,-15.689521884054923,0.0
0.24000000000000019,9999.719818939566,329.90244564055274,68.64167458785224,0.0,0.27500447661019994,0.0,1.1003355441375906,22.40611216461191,0.0,-1.8422342952791781,0.0,0.0008102847180697748,-0.1317252473509155,0.0008102847180697748,35038.09086044011,89.22529452054795,0.9753112799393834,0.08652004121924325,34639.49334548882,0.0,-35.359658124344634,0.0,-15.43485000151027,0.0
0.25000000000000017,9999.695918830483,333.7937967631437,71.96005574627152,0.0,0.2690063360419891,0.0,1.1133237549733714,22.938274995404175,0.0,-1.9925855349504085,0.0,0.0008102847180697748,-0.15075162764695194,0.0008102847180697748,35161.19467928698,89.13002054794521,0.9748751469129786,0.08417771170746433,34753.312634568174,0.0,-35.21946095324518,0.0,-15.069074251265732,0.0
0.2600000000000002,9999.670986097368,337.7021027236299,75.31742866313071,0.0,0.26143900431958483,0.0,1.126368549682658,23.479048108134137,0.0,-2.139001688366138,0.0,0.0008102847180697748,-0.1712666178407822,0.0008102847180697748,35284.29844595929,89.03474657534247,0.9744387026868717,0.08136743086649652,34866.98743437775,0.0,-34.846239985195446,0.0,-14.594780107865802,0.0
0.2700000000000002,9999.645005631917,341.62735593636694,78.71396270038501,0.0,0.25237016794193573,0.0,1.1394699959301682,24.028516725898278,0.0,-2.280416064978457,0.0,0.0008102847180697748,-0.1932265780526282,0.0008102847180697748,35400.64556076215,88.93500446096654,0.9740018867107826,0.07811835361853627,34973.759872545976,0.0,-34.23772335737286,0.0,-14.015003871306885,0.0
0.2800000000000002,9999.617960929614,345.56626042925484,82.14981494512834,0.0,0.2418786664778106,0.0,1.1526187759395157,24.58636617813978,0.0,-2.4157446668618685,0.0,0.0008102847180697748,-0.21657718805151022,0.0008102847180697748,35456.18323136766,88.79504907063196,0.9735649460694653,0.07446295452368144,35019.58285282395,0.0,-33.39330803124733,0.0,-13.330078650213116,0.0
0.2900000000000002,9999.589834225053,349.51656065005847,85.62510581544095,0.0,0.230052378769064,0.0,1.1658055735165553,25.152264021754338,0.0,-2.5439741214519054,0.0,0.0008102847180697748,-0.24125342083429946,0.0008102847180697748,35511.720847319324,88.6550936802974,0.9731281178970577,0.0704359222563644,35065.27176096561,0.0,-32.314401936911,0.0,-12.551189290617165,0.0
0.3000000000000002,9999.560606439083,353.4782777176882,89.13994905213288,0.0,0.2169853081714006,0.0,1.1790304582145092,25.726269418354754,0.0,-2.664189230524387,0.0,0.0008102847180697748,-0.26718057486087166,0.0008102847180697748,35567.25840765796,88.51513828996282,0.972691312826912,0.06607290654458424,35110.82577720783,0.0,-31.004523365160225,0.0,-11.685068079056377,0.0
0.3100000000000002,9999.530257204018,357.4514326642232,92.69445858954737,0.0,0.2027786636636185,0.0,1.1922934992601437,26.308441833247752,0.0,-2.775542815051358,0.0,0.0008102847180697748,-0.29427506181998003,0.0008102847180697748,35622.79591135889,88.37518289962824,0.9722544333472201,0.061411110321332764,35156.24408582626,0.0,-29.469102578183932,0.0,-10.739309669068437,0.0
0.32000000000000023,9999.498764921134,361.43603735588226,96.28874854075264,0.0,0.18754015117436576,0.0,1.2055947478487288,26.898840246246067,0.0,-2.8772842826717167,0.0,0.0008102847180697748,-0.3224451350478885,0.0008102847180697748,35678.333357334806,88.23522750929368,0.9725895811034726,0.05642738918780287,35201.14701789988,0.0,-27.685243409504427,0.0,-9.731757189677136,0.0
0.33000000000000024,9999.466106803031,365.4320353726105,99.92293276859317,0.0,0.17138312829061936,0.0,1.218934024513043,27.49751351551419,0.0,-2.9688885903265576,0.0,0.0008102847180697748,-0.35159247429500917,0.0008102847180697748,35733.87074443805,88.0952721189591,0.9739937425120024,0.051155064004449795,35245.359657196845,0.0,-25.657060044612173,0.0,-8.6738036143551,0.0
0.34000000000000025,9999.432258950092,369.4394253341217,103.59712475399625,0.0,0.15442368908470283,0.0,1.2323113026497632,28.10451730127481,0.0,-3.049780305544012,0.0,0.0008102847180697748,-0.3816134472580975,0.0008102847180697748,35789.40807146407,87.95531672862454,0.9754033082779138,0.0457272303489769,35289.39058930939,0.0,-23.44098527343532,0.0,-7.561138178930646,0.0
0.35000000000000026,9999.397196468031,373.4582225202416,107.31143807960918,0.0,0.1367814407506002,0.0,1.245726632161132,28.719910922526843,0.0,-3.1194371921627333,0.0,0.0008102847180697748,-0.4123987655698059,0.0008102847180697748,35844.945337157405,87.81536133828996,0.9768182004134155,0.040185245059794344,35333.23797488782,0.0,-21.051087851353827,0.0,-6.403458013116434,0.0
0.36000000000000026,9999.360893561494,377.488441977304,111.06598646096606,0.0,0.11857901010080524,0.0,1.2591800621276605,29.343753943672315,0.0,-3.177434316908886,0.0,0.0008102847180697748,-0.4438343039466498,0.0008102847180697748,35900.48254021649,87.67540594795538,0.9782383289108262,0.034570153325150885,35376.89996906634,0.0,-18.502985650940932,0.0,-5.21090297950074,0.0
0.3700000000000003,9999.323323632225,381.53009852524957,114.86088374433939,0.0,0.09994106012351095,0.0,1.2726716408316998,29.976106174707667,0.0,-3.223448382469982,0.0,0.0008102847180697748,-0.475802091375332,0.0008102847180697748,35956.01967929857,87.53545055762082,0.9796635925089429,0.028922359651379133,35420.374721769294,0.0,-15.81371016088667,0.0,-3.99394650376449,0.0
0.3800000000000003,9999.284459383081,385.5832067672587,118.69624390483565,0.0,0.08099328008836562,0.0,1.2862014157898012,30.61702767182618,0.0,-3.2572609620592914,0.0,0.0008102847180697748,-0.5081813412878684,0.0008102847180697748,36011.556753024954,87.39549516728624,0.9810938795978033,0.02328130610135175,35463.660377908986,0.0,-13.00155213089808,0.0,-2.763280433031345,0.0
0.3900000000000003,9999.244272926879,389.64778110151195,122.57218104475989,0.0,0.06186136036116739,0.0,1.2997694337925463,31.26657873839667,0.0,-3.2787605757644993,0.0,0.0008102847180697748,-0.5408495094898556,0.0008102847180697748,36067.09375998645,87.25553977695166,0.9825290692532695,0.01768516157001551,35506.755077466594,0.0,-10.08589002035806,0.0,-1.5296954857422251,0.0
0.4000000000000003,9999.202735899184,393.7238357345946,126.48880939226694,0.0,0.04266996348007173,0.0,1.3133757409502298,31.924819926266803,0.0,-3.287943564771721,0.0,0.0008102847180697748,-0.5736833680713345,0.0008102847180697748,36122.63069874909,87.1155843866171,0.9839690323907462,0.012170525748778804,35549.65695545003,0.0,-7.087003215184684,0.0,-0.3039589720121668,0.0
0.4100000000000003,9999.159819573955,397.8113846960116,130.44624330031118,0.0,0.023541703276017806,0.0,1.3270203827426306,32.591812037324665,0.0,-3.284913736526447,0.0,0.0008102847180697748,-0.6065600831576786,0.0008102847180697748,36178.16756785998,86.97562899628252,0.9854136330253406,0.006772151258585212,35592.36414172398,0.0,-4.02587225976449,0.0,0.9033084481266956,0.0
0.4200000000000003,9999.115494981039,401.91044185324876,134.4445972458987,0.0,0.004596143879564837,0.0,1.3407034040709578,33.26761612524029,0.0,-3.2698807717614153,0.0,0.0008102847180697748,-0.6393582841594417,0.0008102847180697748,36233.70436585319,86.83567360594796,0.986862729623923,0.0015226872044398082,35634.874760709565,0.0,-0.9239686027452073,0.0,2.081755142685973,0.0
0.4300000000000003,9999.069733024191,406.0210218623501,138.48398583202467,0.0,-0.014051161762241969,0.0,1.3544248516606037,33.95229361514783,0.0,-3.24315586970368,0.0,0.0008102847180697748,-0.6719591095708998,0.0008102847180697748,36289.24109125575,86.69571821561338,0.9882814048030267,-0.003549387171696527,35677.208462607756,0.0,2.19809939782878,0.0,3.221817231905637,0.0
0.44000000000000034,9999.022504597571,410.1431406291718,142.56452380541043,0.0,-0.03228956422337411,0.0,1.368184777552261,34.64590648572763,0.0,-3.2051472799052614,0.0,0.0008102847180697748,-0.7042471949627568,0.0008102847180697748,36344.777742593535,86.5557628252788,0.9896926991633769,-0.008414940806657728,35719.35001773759,0.0,5.317748921412043,0.0,4.313739472229153,0.0
0.45000000000000034,9998.973780702863,414.2768118850548,146.68632604789698,0.0,-0.050014231218041084,0.0,1.381983226413224,35.348516634269544,0.0,-3.1563607691109237,0.0,0.0008102847180697748,-0.7361116554102258,0.0008102847180697748,36400.31431839723,86.41580743494424,0.99110797185873,-0.01304828386377245,35761.29057187322,0.0,8.4129716207399,0.0,5.348535682270486,0.0
0.46000000000000035,9998.92353256393,418.4220491351162,150.84950756685504,0.0,-0.06712696160013004,0.0,1.39582024181396,36.060186182681335,0.0,-3.0973899309017705,0.0,0.0008102847180697748,-0.767447020839714,0.0008102847180697748,36455.85081720807,86.27585204460966,0.9925273809489177,-0.017427199384844563,35803.02804522076,0.0,11.462527713354131,0.0,6.318066069330751,0.0
0.47000000000000036,9998.871731737088,422.57886576622974,155.0541834954569,0.0,-0.083536919095972,0.0,1.4096958669059005,36.78097751048883,0.0,-3.0289087367582392,0.0,0.0008102847180697748,-0.7981540846391559,0.0008102847180697748,36511.387237583505,86.13589665427509,0.9939510824311978,-0.02153244645888911,35844.56033603554,0.0,14.445795984051744,0.0,7.214995833782959,0.0
0.48000000000000037,9998.818350216772,426.7472750528842,159.3004690932001,0.0,-0.09916128472483948,0.0,1.4236101444441198,37.51095325534029,0.0,-2.9516633480512127,0.0,0.0008102847180697748,-0.8281406753468407,0.0008102847180697748,36566.92357810256,85.99594126394052,0.9953792287213057,-0.025347838656939122,35885.88532145156,0.0,17.342985819554563,0.0,8.03287502897643,0.0
0.4900000000000004,9998.763360535588,430.9272901606643,163.58847974654725,0.0,-0.11392581939361571,0.0,1.4375631168021483,38.25017631311349,0.0,-2.8664631331220436,0.0,0.0008102847180697748,-0.8573223431868733,0.0008102847180697748,36622.4598373709,85.85598587360595,0.9968119671742289,-0.028860288365479773,35927.000858414154,0.0,20.13533880010664,0.0,8.766205940236683,0.0
0.5000000000000003,9998.706735857917,435.11892414721854,167.91833096963833,0.0,-0.12776533048743666,0.0,1.4515548259784234,38.998709837578104,0.0,-2.7741710162340656,0.0,0.0008102847180697748,-0.8856229539999447,0.0008102847180697748,36677.996014025615,85.71603048327137,0.9982494386644705,-0.032059817022830686,35967.90478470464,0.0,22.805316987710594,0.0,9.410496891163158,0.0
0.5100000000000003,9998.64845006624,439.3221899606767,172.29013840502972,0.0,-0.1406240376219669,0.0,1.4655853135941839,39.75661723957908,0.0,-2.6756932961717763,0.0,0.0008102847180697748,-0.9129751844315955,0.0008102847180697748,36733.532106739614,85.5760750929368,0.9996917762448263,-0.03493953174869293,36008.59492004327,0.0,25.336775246395405,0.0,9.962301612690583,0.0
0.5200000000000004,9998.588477839427,443.53710043556987,176.70401782441263,0.0,-0.15245583414959302,0.0,1.4796546208829353,40.52396218572541,0.0,-2.5719690809457356,0.0,0.0008102847180697748,-0.9393209136545275,0.0008102847180697748,36789.068114225665,85.43611970260223,1.0011391039016047,-0.03749556933286063,36049.06906725539,0.0,27.71511517609411,0.0,10.419243557197778,0.0
0.5300000000000004,9998.52679472245,447.76366828639107,181.16008512926564,0.0,-0.16322444249701834,0.0,1.4937627886718992,41.300808596583074,0.0,-2.463959491232869,0.0,0.0008102847180697748,-0.9646115083927973,0.0008102847180697748,36844.604035239914,85.29616431226766,1.0025915354228008,-0.03972700900619211,36089.32501348377,0.0,29.927418534249576,0.0,10.780024801330756,0.0
0.5400000000000004,9998.463377188324,452.0017967132487,185.6584562693699,0.0,-0.17290347309229662,0.0,1.5079097660471048,42.08721554734143,0.0,-2.352636763388805,0.0,0.0008102847180697748,-0.9888079995551593,0.0008102847180697748,36889.89451542518,85.15401710037175,1.004049163882062,-0.04163576127925049,36119.11527891809,0.0,31.962558652139407,0.0,11.044445163975746,0.0
0.5500000000000004,9998.398202956681,456.24788508859933,190.1992318399789,0.0,-0.18147754680835673,0.0,1.5220848092826937,42.88263968234489,0.0,-2.2389717401071527,0.0,0.0008102847180697748,-1.011881145842884,0.0008102847180697748,36894.20349416437,85.00310260223048,1.0055109565357947,-0.0432270694060174,36107.71358996945,0.0,33.811320955562124,0.0,11.213656480866737,0.0
0.5600000000000004,9998.331251384077,460.50018302905215,194.78247806117295,0.0,-0.18894050771415952,0.0,1.5362805215264046,43.686705549035615,0.0,-2.123922289161377,0.0,0.0008102847180697748,-1.0338113687380657,0.0008102847180697748,36898.51238304302,84.85218810408922,1.0069762169565721,-0.04450851564528351,36096.107906675454,0.0,35.46641081374346,0.0,11.289636737487168,0.0
0.5700000000000004,9998.262503000002,464.758688672594,199.4082564449603,0.0,-0.19529468516235696,0.0,1.550496895007925,44.49944634141219,0.0,-2.008424990918175,0.0,0.0008102847180697748,-1.0545885905458132,0.0008102847180697748,36902.821181068066,84.70127360594796,1.0084450052537388,-0.045489533451946375,36084.296723220206,0.0,36.922485125639504,0.0,11.2752621149372,0.0
0.5800000000000004,9998.191939445178,469.0233999983675,204.07662849483154,0.0,-0.20055137117055247,0.0,1.564733921436702,45.32089527201489,0.0,-1.8933856674396223,0.0,0.0008102847180697748,-1.074211983498519,0.0008102847180697748,36907.12988730253,84.55035910780668,1.009917367808249,-0.04618163050138466,36072.2785344033,0.0,38.17618939146116,0.0,11.174297973219845,0.0
0.5900000000000004,9998.119543479686,473.29431481375485,208.78765570537072,0.0,-0.2047303787322565,0.0,1.5789915919601543,46.15108556763162,0.0,-1.7796705098735872,0.0,0.0008102847180697748,-1.0926896261036194,0.0008102847180697748,36911.438500865945,84.39944460966542,1.011393337071928,-0.04659816641324735,36060.05183680863,0.0,39.226140809489095,0.0,10.991320848710723,0.0
0.6000000000000004,9998.045298981384,477.571430741572,213.5413995615851,0.0,-0.20785952294213314,0.0,1.5932698971219157,46.99005046490956,0.0,-1.6680980073475467,0.0,0.0008102847180697748,-1.1100380738868743,0.0008102847180697748,36915.747020934374,84.24853011152416,1.0128729315357896,-0.04675411968889752,36047.61512988086,0.0,40.072886811696584,0.0,10.731630353918607,0.0
0.6100000000000004,9997.969190921045,481.854796146421,218.33792163038456,0.0,-0.20997328514792074,0.0,1.6075689389769634,47.8378298810306,0.0,-1.5589897310641831,0.0,0.0008102847180697748,-1.1262814159862422,0.0008102847180697748,36920.05544673946,84.0976156133829,1.0125070481058653,-0.04680383843598445,36036.58025458712,0.0,40.839251670448746,0.0,10.563087285371433,0.0
0.6200000000000004,9997.891205063104,486.14468377507507,223.17728527256793,0.0,-0.21109707012436077,0.0,1.6218896181197988,48.694511964925745,0.0,-1.4506538605274308,0.0,0.0008102847180697748,-1.1414374292475122,0.0008102847180697748,36924.36377755502,83.94670111524164,1.010495496394411,-0.04674837589804389,36026.853906431235,0.0,41.52134173502856,0.0,10.48308827680632,0.0
0.6300000000000004,9997.811327939278,490.4411452985337,228.05955559996966,0.0,-0.2112474220403078,0.0,1.6362321671935347,49.560146383973525,0.0,-1.3432752035640556,0.0,0.0008102847180697748,-1.1555135080819308,0.0008102847180697748,36928.67201269194,83.79578661710036,1.0084824062835307,-0.04647409768448085,36017.02704186916,0.0,42.01151865774064,0.0,10.352610241888796,0.0
0.6400000000000005,9997.729547112194,494.74419262248165,232.98479792392703,0.0,-0.21044534487538635,0.0,1.6505966243594163,50.43477148459933,0.0,-1.2373669891922296,0.0,0.0008102847180697748,-1.1685212917349588,0.0008102847180697748,36932.980151512704,83.6448721189591,1.0064677087273703,-0.045989865961250716,36007.10007884431,0.0,42.30746805782172,0.0,10.17360622727426,0.0
0.6500000000000005,9997.645851186022,499.05383774514604,237.9530776922208,0.0,-0.20871651993995594,0.0,1.6649830281008557,51.31842578354547,0.0,-1.1334222187166767,0.0,0.0008102847180697748,-1.180477473801874,0.0008102847180697748,36937.288193432425,83.49395762081784,1.0044513283065346,-0.04530545290678741,35997.07344979777,0.0,42.408082491984764,0.0,9.948391632927901,0.0
0.6600000000000005,9997.560229798919,503.370092751495,242.96446049080956,0.0,-0.2060910443573181,0.0,1.679391417204512,52.2111479675004,0.0,-1.0319099392126159,0.0,0.0008102847180697748,-1.19140358487531,0.0008102847180697748,36941.59613791854,83.34304312267658,1.0024331838829668,-0.0444314494239117,35986.94760172621,0.0,42.313461720350325,0.0,9.679621079458125,0.0
0.6700000000000005,9997.472673609956,507.6929698085143,248.0190120453861,0.0,-0.20260313714847814,0.0,1.693821830744911,53.11297689292634,0.0,-0.9332717519669465,0.0,0.0008102847180697748,-1.20132573884011,0.0008102847180697748,36945.9039844901,83.19212862453531,1.0004131892872627,-0.04337916902459314,35976.72299615679,0.0,42.02490166916512,0.0,9.370261903350396,0.0
0.6800000000000005,9997.383174280743,512.0224811614315,253.116798222761,0.0,-0.19829081565239873,0.0,1.708274308072114,54.023951586068826,0.0,-0.8379185909098887,0.0,0.0008102847180697748,-1.2102743453069194,0.0008102847180697748,36950.2117327169,83.04121412639405,0.9983912540318619,-0.04216054781589159,35966.40010903979,0.0,41.5448721474331,0.0,9.023564596585745,0.0
0.6900000000000005,9997.291724451918,516.3586391309246,258.257885032078,0.0,-0.19319554531595198,0.0,1.7227488888024927,54.94411124316766,0.0,-0.7462278028491728,0.0,0.0008102847180697748,-1.2182837910141466,0.0008102847180697748,36954.51938221839,82.89029962825279,0.9963672840432591,-0.04078804154926278,35955.97943056048,0.0,40.87698350707117,0.0,8.643030550770249,0.0
0.7000000000000005,9997.198317714816,520.701456111364,263.44233862586907,0.0,-0.18736186615294584,0.0,1.7372456128128004,55.87349523089634,0.0,-0.6585405576371925,0.0,0.0008102847180697748,-1.2253920933317968,0.0008102847180697748,36958.8269326621,82.73938513011151,0.9943411824062142,-0.0392745207174739,35945.461464871936,0.0,40.02594256710416,0.0,8.232377504867546,0.0
0.7100000000000005,9997.1029485786,525.050944570148,268.67022530095943,0.0,-0.18083699939668327,0.0,1.7517645202377248,56.81214308705629,0.0,-0.5751596123065129,0.0,0.0008102847180697748,-1.2316405292659427,0.0008102847180697748,36963.134383762175,82.58847063197025,0.992312850112891,-0.03763316469330285,35934.84672975223,0.0,38.99749824971409,0.0,7.79550312923771,0.0
0.7200000000000005,9997.005612433162,529.4071170481512,273.9416114992329,0.0,-0.17367043805209084,0.0,1.7663056514710076,57.760094521547806,0.0,-0.4963474487552704,0.0,0.0008102847180697748,-1.237073243585403,0.0008102847180697748,36967.44173527741,82.43755613382899,0.9902821868098977,-0.035877355901829014,35924.13575618965,0.0,37.79837749764887,0.0,7.3364472063491215,0.0
0.7300000000000005,9996.90630550824,533.7699861612915,279.25656380827314,0.0,-0.16591352518865904,0.0,1.7808690471701671,58.71738941763449,0.0,-0.4223247998120792,0.0,0.0008102847180697748,-1.2417368398692297,0.0008102847180697748,36971.74898700925,82.28664163568773,0.9882490915363294,-0.034020575003504784,35913.32908790088,0.0,36.43621215663361,0.0,6.859352889753518,0.0
